ticker,event_ticker,title,category,result,expiration_value,market_open_time,market_close_time,market_volume,candle_ts,yes_bid_open,yes_bid_high,yes_bid_low,yes_bid_close,yes_ask_open,yes_ask_high,yes_ask_low,yes_ask_close,price_open,price_high,price_low,price_close,candle_volume,open_interest
BTCMAXM-24MAY-69999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,71247.35,2024-05-02T14:00:00Z,2024-05-21T15:25:38.835899Z,14061,1716004800,0.3200,0.6000,0.3200,0.4000,0.5700,0.6200,0.5600,0.6200,0.5700,0.5700,0.5200,0.5500,830.00,6023.00
BTCMAXM-24MAY-69999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,71247.35,2024-05-02T14:00:00Z,2024-05-21T15:25:38.835899Z,14061,1716091200,0.4000,0.5900,0.4000,0.4700,0.6200,0.6200,0.5800,0.6100,0.5900,0.6100,0.5500,0.5500,358.00,6265.00
BTCMAXM-24MAY-69999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,71247.35,2024-05-02T14:00:00Z,2024-05-21T15:25:38.835899Z,14061,1716177600,0.4700,0.5900,0.4700,0.4700,0.6100,0.6100,0.5000,0.5800,0.5800,0.5800,0.4800,0.4900,642.00,6741.00
BTCMAXM-24MAY-69999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,71247.35,2024-05-02T14:00:00Z,2024-05-21T15:25:38.835899Z,14061,1716264000,0.4700,0.9100,0.4000,0.9100,0.5800,1.0000,0.5700,0.9700,0.5700,0.9900,0.5700,0.9700,4314.00,8015.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1714795200,0.0100,0.7700,0.0000,0.7000,0.5700,0.8100,0.5400,0.7800,0.5700,0.7200,0.5700,0.7200,989.00,1109.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1714881600,0.7000,0.8400,0.6300,0.7600,0.7800,0.9900,0.7800,0.8100,0.7800,0.8600,0.7800,0.7800,1589.00,1493.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1714968000,0.7600,0.8800,0.7600,0.8500,0.8100,0.9000,0.8100,0.8900,0.8100,0.9000,0.8100,0.8600,41.00,1493.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715054400,0.8500,0.8500,0.7600,0.7700,0.8900,0.9600,0.7900,0.8600,0.8500,0.8500,0.8200,0.8200,25.00,1516.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715140800,0.7700,0.8600,0.7000,0.7300,0.8600,0.9000,0.7300,0.7600,0.8300,0.8300,0.7100,0.7100,440.00,1705.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715227200,0.7300,0.7300,0.0100,0.6100,0.7600,0.7600,0.6200,0.6400,0.7300,0.7300,0.5900,0.6200,291.00,1516.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715313600,0.6100,0.7500,0.0100,0.6900,0.6400,0.7600,0.6300,0.7600,0.6100,0.7500,0.6100,0.7000,458.00,1916.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715400000,0.6900,0.6900,0.0100,0.5000,0.7600,0.7600,0.5400,0.7600,0.6700,0.6700,0.5000,0.5200,264.00,2089.00
BTCMAXM-24MAY-64999.99,BTCMAXM-24MAY,How {{high_low}} will Bitcoin get this year?,Crypto,yes,Yes,2024-05-02T14:00:00Z,2024-05-16T14:00:44.825659Z,14323,1715832000,0.0000,0.9600,0.0000,0.8900,0.5000,1.0000,0.5000,1.0000,0.5000,0.9800,0.5000,0.9800,7298.00,8894.00
ETHATH-24-APR30-4848.91,ETHATH-24,How high will Ethereum get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,424,1713067200,0.0300,0.0300,0.0000,0.0000,0.9600,0.9600,0.0400,0.0400,0.0300,0.0300,0.0300,0.0300,6.00,6.00
ETHATH-24-APR30-4848.91,ETHATH-24,How high will Ethereum get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,424,1714190400,0.0100,0.0100,0.0000,0.0000,0.4500,0.4500,0.0500,0.0500,0.0100,0.0100,0.0100,0.0100,250.00,341.00
ETHATH-24-APR30-4848.91,ETHATH-24,How high will Ethereum get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,424,1714276800,0.0000,0.0000,0.0000,0.0000,0.0500,0.1000,0.0500,0.0500,0.0500,0.1000,0.0500,0.1000,71.00,341.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713067200,0.1000,0.4900,0.1000,0.1400,0.9000,0.9000,0.1700,0.4800,0.4500,0.4500,0.2600,0.2600,250.00,760.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713153600,0.1400,0.3300,0.1400,0.2000,0.4800,0.4800,0.2200,0.4100,0.2600,0.3700,0.2100,0.2800,680.00,890.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713240000,0.2000,0.3600,0.1400,0.1400,0.4100,0.4800,0.1900,0.2300,0.2800,0.3100,0.1800,0.1800,389.00,1093.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713326400,0.1400,0.2100,0.1400,0.1500,0.2300,0.4800,0.1500,0.2500,0.1500,0.1900,0.1500,0.1900,135.00,1228.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713412800,0.1500,0.1600,0.0000,0.0000,0.2500,0.2500,0.0900,0.2400,0.1600,0.1600,0.0500,0.0500,485.00,1318.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713499200,0.0000,0.1700,0.0000,0.0100,0.2400,0.2400,0.0900,0.1900,0.1600,0.1800,0.1200,0.1200,528.00,1620.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713585600,0.0100,0.2300,0.0000,0.1400,0.1900,0.2800,0.1400,0.2100,0.1900,0.2500,0.1400,0.1700,451.00,1633.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713672000,0.1400,0.2000,0.1400,0.1400,0.2100,0.2800,0.1600,0.2800,0.1700,0.1700,0.1700,0.1700,71.00,1661.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713758400,0.1400,0.2000,0.1400,0.1400,0.2800,0.2800,0.1600,0.2800,0.1400,0.1400,0.1400,0.1400,5.00,1666.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713844800,0.1400,0.2500,0.0100,0.1600,0.2800,0.2800,0.1800,0.2600,0.1800,0.2500,0.1700,0.1900,785.00,2185.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1713931200,0.1600,0.2200,0.0000,0.1400,0.2600,0.2800,0.1600,0.2000,0.2000,0.2500,0.1600,0.1600,417.00,2493.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714017600,0.1400,0.1400,0.0000,0.0300,0.2000,0.2000,0.0100,0.0800,0.0100,0.1300,0.0100,0.0900,705.00,2913.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714104000,0.0300,0.0500,0.0000,0.0100,0.0800,0.0800,0.0500,0.0600,0.0700,0.0800,0.0400,0.0600,927.00,3028.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714190400,0.0100,0.0200,0.0100,0.0200,0.0600,0.2000,0.0300,0.0400,0.0200,0.0400,0.0200,0.0400,20.00,3038.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714276800,0.0200,0.0200,0.0200,0.0200,0.0400,0.0400,0.0300,0.0400,0.0200,0.0200,0.0200,0.0200,10.00,3038.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714363200,0.0200,0.0200,0.0100,0.0100,0.0400,0.0400,0.0300,0.0300,0.0200,0.0200,0.0200,0.0200,5.00,3043.00
BTCATH-24-APR30-73265.12,BTCATH-24,How {{high_low}} will Bitcoin get this year?,Crypto,no,Not this month,2024-04-10T12:00:00Z,2024-04-30T23:00:00Z,7124,1714449600,0.0100,0.0100,0.0000,0.0000,0.0300,0.2000,0.0300,0.0300,0.0100,0.0100,0.0100,0.0100,615.00,3043.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1712635200,0.0000,0.0500,0.0000,0.0400,0.0500,0.1000,0.0400,0.0600,0.0400,0.0700,0.0400,0.0400,2498.00,2498.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1712721600,0.0400,0.0400,0.0000,0.0000,0.0600,0.1000,0.0300,0.0400,0.0400,0.0400,0.0200,0.0200,325.00,2823.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1712808000,0.0000,0.0200,0.0000,0.0100,0.0400,0.5000,0.0200,0.0300,0.1000,0.5000,0.0300,0.0300,583.00,3323.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1712894400,0.0100,0.0200,0.0100,0.0200,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0200,0.0200,40.00,3333.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1713240000,0.0200,0.0200,0.0000,0.0000,0.0300,0.0300,0.0200,0.0200,0.0200,0.0200,0.0100,0.0100,818.00,3733.00
BTCMAXM-24APR-99999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,4496,1713931200,0.0000,0.0000,0.0000,0.0000,0.0100,0.0300,0.0100,0.0100,0.0100,0.0200,0.0100,0.0200,120.00,3853.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1712635200,0.0100,0.1000,0.0100,0.1000,0.0900,0.1200,0.0900,0.1200,0.0900,0.1000,0.0900,0.1000,8.00,8.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1712721600,0.1000,0.1000,0.0300,0.0400,0.1200,0.1200,0.0700,0.1000,0.1000,0.1000,0.0700,0.0700,1450.00,1450.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1712894400,0.0600,0.0700,0.0000,0.0000,0.1000,0.1000,0.0800,0.1000,0.0400,0.0400,0.0400,0.0400,10.00,1450.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1712980800,0.0000,0.0600,0.0000,0.0300,0.1000,0.1000,0.0400,0.0400,0.0500,0.0500,0.0400,0.0400,122.00,1572.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1713067200,0.0300,0.0300,0.0000,0.0000,0.0400,0.0400,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,255.00,1822.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1713240000,0.0100,0.0100,0.0000,0.0000,0.0300,0.0300,0.0200,0.0200,0.0100,0.0100,0.0100,0.0100,306.00,1872.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1713326400,0.0000,0.0200,0.0000,0.0200,0.0200,0.0300,0.0200,0.0300,0.0200,0.0200,0.0200,0.0200,800.00,2672.00
BTCMAXM-24APR-89999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,3153,1713412800,0.0200,0.0200,0.0000,0.0000,0.0300,0.0300,0.0300,0.0300,0.0200,0.0200,0.0100,0.0100,202.00,2872.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712116800,0.1000,0.1000,0.0000,0.0800,0.8400,0.8400,0.1100,0.1700,0.0800,0.0900,0.0700,0.0700,249.00,289.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712376000,0.0100,0.1400,0.0000,0.0900,0.8500,0.8500,0.1200,0.1400,0.1200,0.1200,0.1100,0.1100,110.00,594.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712462400,0.0900,0.1500,0.0000,0.1300,0.1400,0.1600,0.1100,0.1600,0.1100,0.1400,0.1100,0.1400,55.00,649.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712548800,0.1300,0.1600,0.1300,0.1400,0.1600,0.1800,0.1500,0.1800,0.1600,0.1600,0.1600,0.1600,5.00,654.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712635200,0.1400,0.2300,0.0100,0.1400,0.1800,0.2400,0.1700,0.2400,0.1800,0.2200,0.1700,0.2200,326.00,979.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712721600,0.1400,0.1600,0.1000,0.1000,0.2400,0.2400,0.1300,0.1700,0.1500,0.1500,0.1500,0.1500,29.00,979.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712808000,0.1000,0.1700,0.1000,0.1500,0.1700,0.1800,0.1100,0.1800,0.1000,0.1700,0.1000,0.1700,111.00,1079.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712894400,0.1500,0.1600,0.1000,0.1200,0.1800,0.1800,0.1500,0.1800,0.1500,0.1500,0.1500,0.1500,5.00,1074.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1712980800,0.1200,0.1500,0.0200,0.0500,0.1800,0.1800,0.0700,0.0900,0.1500,0.1500,0.1000,0.1000,279.00,818.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713240000,0.0100,0.0400,0.0000,0.0000,0.0900,0.2200,0.0300,0.0400,0.0300,0.0400,0.0200,0.0400,384.00,918.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713326400,0.0000,0.0300,0.0000,0.0100,0.0400,0.2200,0.0300,0.1200,0.0300,0.0300,0.0300,0.0300,400.00,998.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713412800,0.0100,0.0100,0.0000,0.0000,0.1200,0.2200,0.0300,0.0400,0.0400,0.0400,0.0400,0.0400,45.00,985.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713758400,0.0000,0.0200,0.0000,0.0200,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,21.00,1006.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713844800,0.0200,0.0200,0.0000,0.0000,0.0300,0.0300,0.0300,0.0300,0.0200,0.0200,0.0200,0.0200,21.00,1006.00
BTCMAXM-24APR-84999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,2362,1713931200,0.0000,0.0000,0.0000,0.0000,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,0.0300,62.00,1068.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712030400,0.0000,0.3700,0.0000,0.0100,0.9700,0.9700,0.2500,0.4000,0.3500,0.3500,0.2500,0.2500,90.00,90.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712116800,0.0100,0.2200,0.0100,0.0100,0.4000,0.4000,0.1900,0.2200,0.2200,0.2300,0.2100,0.2100,160.00,120.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712203200,0.0100,0.2300,0.0000,0.2100,0.2200,0.2400,0.2100,0.2300,0.2200,0.2300,0.2000,0.2100,95.00,165.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712289600,0.2100,0.3200,0.0600,0.2200,0.2300,0.4000,0.2300,0.2900,0.2300,0.2900,0.2300,0.2900,100.00,265.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712376000,0.2200,0.2800,0.2200,0.2200,0.2900,0.2900,0.2600,0.2800,0.2400,0.2400,0.2400,0.2400,100.00,365.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712462400,0.2200,0.3000,0.2100,0.2400,0.2800,0.3200,0.2600,0.3200,0.2400,0.3000,0.2200,0.3000,395.00,750.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712548800,0.2400,0.3200,0.2400,0.2500,0.3200,0.3400,0.2900,0.3400,0.3200,0.3200,0.3200,0.3200,10.00,760.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712635200,0.2500,0.4300,0.2500,0.2900,0.3400,0.9900,0.3400,0.4200,0.3400,0.4200,0.3400,0.3500,200.00,925.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712721600,0.2900,0.3300,0.0600,0.2700,0.4200,0.4200,0.2500,0.3200,0.3000,0.3200,0.2500,0.2800,1240.00,1307.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712808000,0.2700,0.3400,0.0600,0.2800,0.3200,0.4200,0.2300,0.4200,0.3100,0.3700,0.2500,0.3700,461.00,1408.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712894400,0.2800,0.3300,0.2700,0.2700,0.4200,0.4200,0.3000,0.4200,0.3600,0.3600,0.2800,0.3400,110.00,1497.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1712980800,0.2700,0.3300,0.0600,0.0600,0.4200,0.4200,0.1400,0.4200,0.2800,0.2800,0.1900,0.1900,79.00,1546.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713067200,0.0600,0.1900,0.0600,0.0600,0.4200,0.4200,0.0700,0.4200,0.1900,0.1900,0.0600,0.1100,326.00,1546.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713153600,0.0600,0.0900,0.0600,0.0600,0.4200,0.4200,0.0900,0.4000,0.0900,0.0900,0.0900,0.0900,200.00,1746.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713240000,0.0600,0.1600,0.0000,0.0600,0.4000,0.4000,0.0600,0.4000,0.1600,0.1600,0.0600,0.0700,893.00,2577.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713326400,0.0600,0.0600,0.0500,0.0500,0.4000,0.4000,0.0600,0.0700,0.0600,0.0600,0.0500,0.0500,80.00,2657.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713412800,0.0500,0.0500,0.0100,0.0300,0.0700,0.4000,0.0400,0.0600,0.0500,0.0500,0.0300,0.0300,315.00,2972.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713585600,0.0300,0.0600,0.0300,0.0400,0.0600,0.1200,0.0600,0.0700,0.0600,0.0700,0.0600,0.0600,103.00,3055.00
BTCMAXM-24APR-79999.99,BTCMAXM-24APR,How {{high_low}} will Bitcoin get this year?,Crypto,no,"$72,355.85",2024-04-01T16:00:00Z,2024-04-30T23:00:00Z,5442,1713758400,0.0400,0.0400,0.0000,0.0100,0.1200,0.1200,0.0500,0.0700,0.0400,0.0400,0.0300,0.0300,200.00,3255.00
